,InterestingEventTime,LastHealthyMoment,EventDescription,currentThreadID,BotNumber,RhythmTime,Health
0,2022-04-29 00:00:00.171300,2022-04-29 00:00:00.171300, Dynamic Status,10,2499,2,Healthy
1,2022-04-29 00:00:02.172500,2022-04-29 00:02:20.478300, Dynamic Status,10,2499,2,healthy
2,2022-04-29 00:02:20.689400,2022-04-29 00:02:20.894400, Initialize : Cmd 1002986 : Response,10,2499,2,tachycardia
3,2022-04-29 00:02:22.720600,2022-04-29 00:11:36.071900, Dynamic Status,10,2499,2,healthy
4,2022-04-29 00:11:37.366000,2022-04-29 00:11:37.569100, Initialize : Cmd 1002987 : Response,10,2499,2,tachycardia
5,2022-04-29 00:11:39.394200,2022-04-29 00:31:10.379300, Dynamic Status,10,2499,2,healthy
6,2022-04-29 00:31:10.721400,2022-04-29 00:31:12.380500, Event : Alert ActionId:0 Text:Odometer_m:413,10,2499,2,tachycardia
7,2022-04-29 00:31:14.386700,2022-04-29 01:24:26.566900, Dynamic Status,10,2499,2,healthy
8,2022-04-29 01:24:27.182000,2022-04-29 01:24:29.600200, Initialize : Cmd 1002988 : Response,10,2499,2,tachycardia
9,2022-04-29 01:24:31.116400,2022-04-29 01:24:33.087600, Dynamic Status,10,2499,2,healthy
10,2022-04-29 01:24:34.546700,2022-04-29 01:24:39.778200, Dynamic Status,10,2499,2,tachycardia
11,2022-04-29 01:24:41.618400,2022-04-29 01:24:41.618400, Dynamic Status,10,2499,2,healthy
12,2022-04-29 01:24:41.817400,2022-04-29 01:24:41.817400, Dynamic Status,10,2499,2,tachycardia
13,2022-04-29 01:24:43.745600,2022-04-29 01:24:45.273800, Dynamic Status,10,2499,2,healthy
14,2022-04-29 01:24:46.019900,2022-04-29 01:24:46.019900, Dynamic Status,10,2499,2,tachycardia
15,2022-04-29 01:24:52.468500,2022-04-29 01:24:52.468500, Dynamic Status,10,2499,2,arrhythmia
16,2022-04-29 01:24:52.468500,2022-04-29 01:24:57.417000, Dynamic Status,10,2499,2,tachycardia
17,2022-04-29 01:24:59.213200,2022-04-29 01:25:03.089600, Dynamic Status,10,2499,2,healthy
18,2022-04-29 01:25:03.293600,2022-04-29 01:25:05.441800, Event : Alert ActionId:0 Text:Sensor:SLOT_SENSOR|Issue:LATCHED_LOW,10,2499,2,tachycardia
19,2022-04-29 01:25:07.387000,2022-04-29 01:25:09.182200, Dynamic Status,10,2499,2,healthy
20,2022-04-29 01:25:09.391200,2022-04-29 01:25:12.895500, Event : Action Status : Recover 1013615 : Status Completed,10,2499,2,tachycardia
21,2022-04-29 01:25:14.424700,2022-04-29 01:25:14.424700, Dynamic Status,10,2499,2,healthy
22,2022-04-29 01:25:15.911800,2022-04-29 01:25:15.911800, Dynamic Status,10,2499,2,tachycardia
23,2022-04-29 01:25:17.421000,2022-04-29 01:25:17.421000, Dynamic Status,10,2499,2,healthy
24,2022-04-29 01:25:18.916100,2022-04-29 01:25:18.916100, Dynamic Status,10,2499,2,tachycardia
25,2022-04-29 01:25:20.420300,2022-04-29 01:25:25.388800, Dynamic Status,10,2499,2,healthy
26,2022-04-29 01:25:26.438900,2022-04-29 01:25:26.438900, Dynamic Status,10,2499,2,tachycardia
27,2022-04-29 01:25:27.941000,2022-04-29 01:25:33.989700, Dynamic Status,10,2499,2,healthy
28,2022-04-29 01:25:35.481800,2022-04-29 01:25:35.481800, Dynamic Status,10,2499,2,tachycardia
29,2022-04-29 01:25:36.992000,2022-04-29 01:25:53.573600, Dynamic Status,10,2499,2,healthy
30,2022-04-29 01:25:56.400900,2022-04-29 01:25:56.400900, Dynamic Status,10,2499,2,arrhythmia
31,2022-04-29 01:25:56.616900,2022-04-29 01:25:58.092100, Dynamic Status,10,2499,2,tachycardia
32,2022-04-29 01:25:59.602200,2022-04-29 01:26:20.735300, Dynamic Status,10,2499,2,healthy
33,2022-04-29 01:26:22.200500,2022-04-29 01:26:22.200500, Dynamic Status,10,2499,2,tachycardia
34,2022-04-29 01:26:23.711600,2022-04-29 01:26:25.214800, Dynamic Status,10,2499,2,healthy
35,2022-04-29 01:26:25.640800,2022-04-29 01:26:25.917800, Dynamic Status,10,2499,2,tachycardia
36,2022-04-29 01:26:27.646000,2022-04-29 01:26:29.147200, Dynamic Status,10,2499,2,healthy
37,2022-04-29 01:26:30.510300,2022-04-29 01:26:32.821500, Dynamic Status,10,2499,2,tachycardia
38,2022-04-29 01:26:34.627700,2022-04-29 01:26:34.627700, Dynamic Status,10,2499,2,healthy
39,2022-04-29 01:26:34.954700,2022-04-29 01:26:35.164800, Dynamic Status,10,2499,2,tachycardia
40,2022-04-29 01:26:36.975900,2022-04-29 01:26:36.975900, Dynamic Status,10,2499,2,healthy
41,2022-04-29 01:26:37.183000,2022-04-29 01:26:37.184000, Dynamic Status,10,2499,2,tachycardia
42,2022-04-29 01:26:39.015200,2022-04-29 01:26:39.015200, Dynamic Status,10,2499,2,healthy
43,2022-04-29 01:26:39.285200,2022-04-29 01:26:39.497200, Dynamic Status,10,2499,2,tachycardia
44,2022-04-29 01:26:41.289400,2022-04-29 01:26:44.300700, Dynamic Status,10,2499,2,healthy
45,2022-04-29 01:26:45.208800,2022-04-29 01:26:45.416800, Dynamic Status,10,2499,2,tachycardia
46,2022-04-29 01:26:47.211000,2022-04-29 01:26:51.218400, Dynamic Status,10,2499,2,healthy
47,2022-04-29 01:26:51.426400,2022-04-29 01:26:51.427400, Dynamic Status,10,2499,2,tachycardia
48,2022-04-29 01:26:53.222600,2022-04-29 01:26:59.228200, Dynamic Status,10,2499,2,healthy
49,2022-04-29 01:27:00.321300,2022-04-29 01:27:06.582900, Initialize : Cmd 1002996 : Response,10,2499,2,tachycardia
50,2022-04-29 01:27:08.566100,2022-04-29 01:27:08.566100, Dynamic Status,10,2499,2,healthy
51,2022-04-29 01:27:08.781100,2022-04-29 01:27:08.782100, Dynamic Status,10,2499,2,tachycardia
52,2022-04-29 01:27:10.675300,2022-04-29 01:27:12.267500, Dynamic Status,10,2499,2,healthy
53,2022-04-29 01:27:12.706500,2022-04-29 01:27:14.330700, Dynamic Status,10,2499,2,tachycardia
54,2022-04-29 01:27:15.986800,2022-04-29 01:27:15.986800, Dynamic Status,10,2499,2,healthy
55,2022-04-29 01:27:16.334900,2022-04-29 01:27:16.816900, Dynamic Status,10,2499,2,tachycardia
56,2022-04-29 01:27:18.584100,2022-04-29 01:27:18.584100, Dynamic Status,10,2499,2,healthy
57,2022-04-29 01:27:18.584100,2022-04-29 01:27:22.341500, Dynamic Status,10,2499,2,tachycardia
58,2022-04-29 01:27:24.151700,2022-04-29 01:27:44.240700, Dynamic Status,10,2499,2,healthy
59,2022-04-29 01:27:44.700700,2022-04-29 01:27:54.095700, Event : Payload Status,10,2499,2,tachycardia
60,2022-04-29 01:27:55.617800,2022-04-29 01:27:55.617800, Dynamic Status,10,2499,2,healthy
61,2022-04-29 01:27:57.011000,2022-04-29 01:27:57.482000, Dynamic Status,10,2499,2,tachycardia
62,2022-04-29 01:27:59.266200,2022-04-29 01:27:59.266200, Dynamic Status,10,2499,2,healthy
63,2022-04-29 01:28:00.166300,2022-04-29 01:28:00.166300, Dynamic Status,10,2499,2,tachycardia
64,2022-04-29 01:28:02.037500,2022-04-29 01:28:02.037500, Dynamic Status,10,2499,2,healthy
65,2022-04-29 01:28:02.239500,2022-04-29 01:28:02.240500, Event : Action Status : AddWayPoint 1013636 : Status Completed,10,2499,2,tachycardia
66,2022-04-29 01:28:04.037700,2022-04-29 01:28:06.136900, Dynamic Status,10,2499,2,healthy
67,2022-04-29 01:28:06.406900,2022-04-29 01:28:06.600900, Dynamic Status,10,2499,2,tachycardia
68,2022-04-29 01:28:08.535100,2022-04-29 01:28:10.260300, Dynamic Status,10,2499,2,healthy
69,2022-04-29 01:28:10.469300,2022-04-29 01:28:12.542500, Event : OperationalState : OperationalState Active : SubState SubStateOK,10,2499,2,tachycardia
