,InterestingEventTime,LastHealthyMoment,EventDescription,currentThreadID,BotNumber,RhythmTime,Health
0,2022-04-29 00:00:00.235300,2022-04-29 00:00:00.235300, Dynamic Status,21,2448,2,Healthy
1,2022-04-29 00:00:02.243500,2022-04-29 00:02:20.674400, Dynamic Status,21,2448,2,healthy
2,2022-04-29 00:02:20.762400,2022-04-29 00:02:20.968400, Initialize : Cmd 1009445 : Response,21,2448,2,tachycardia
3,2022-04-29 00:02:22.787600,2022-04-29 00:11:36.346900, Dynamic Status,21,2448,2,healthy
4,2022-04-29 00:11:37.400000,2022-04-29 00:11:37.600100, Initialize : Cmd 1009446 : Response,21,2448,2,tachycardia
5,2022-04-29 00:11:39.423200,2022-04-29 00:27:43.703700, Dynamic Status,21,2448,2,healthy
6,2022-04-29 00:27:43.919700,2022-04-29 00:27:44.127700, Event : Alert ActionId:0 Text:TurnCount:24,21,2448,2,tachycardia
7,2022-04-29 00:27:46.052900,2022-04-29 00:37:13.731700, Dynamic Status,21,2448,2,healthy
8,2022-04-29 00:37:16.691900,2022-04-29 00:37:16.691900, Dynamic Status,21,2448,2,arrhythmia
9,2022-04-29 00:37:17.736100,2022-04-29 00:37:17.736100, Dynamic Status,21,2448,2,tachycardia
10,2022-04-29 00:37:19.738300,2022-04-29 01:24:27.165000, Dynamic Status,21,2448,2,healthy
11,2022-04-29 01:24:27.365000,2022-04-29 01:24:33.724600, Event : OperationalState : OperationalState Active : SubState SubStateOK,21,2448,2,tachycardia
12,2022-04-29 01:24:35.325800,2022-04-29 01:24:35.325800, Dynamic Status,21,2448,2,healthy
13,2022-04-29 01:24:35.702800,2022-04-29 01:24:41.357400, Dynamic Status,21,2448,2,tachycardia
14,2022-04-29 01:24:43.240600,2022-04-29 01:24:43.240600, Dynamic Status,21,2448,2,healthy
15,2022-04-29 01:24:43.447600,2022-04-29 01:24:43.447600, Dynamic Status,21,2448,2,tachycardia
16,2022-04-29 01:24:45.254800,2022-04-29 01:24:45.254800, Dynamic Status,21,2448,2,healthy
17,2022-04-29 01:24:46.345900,2022-04-29 01:24:54.441700, Dynamic Status,21,2448,2,tachycardia
18,2022-04-29 01:24:56.224900,2022-04-29 01:25:15.991900, Dynamic Status,21,2448,2,healthy
19,2022-04-29 01:25:16.210900,2022-04-29 01:25:18.301100, Event : Action Status : Pick 1041829 : Status Drivable,21,2448,2,tachycardia
20,2022-04-29 01:25:20.309300,2022-04-29 01:25:20.309300, Dynamic Status,21,2448,2,healthy
21,2022-04-29 01:25:20.628300,2022-04-29 01:25:33.637600, Dynamic Status,21,2448,2,tachycardia
22,2022-04-29 01:25:35.620800,2022-04-29 01:25:35.620800, Dynamic Status,21,2448,2,healthy
23,2022-04-29 01:25:35.945800,2022-04-29 01:25:39.776200, Dynamic Status,21,2448,2,tachycardia
