,InterestingEventTime,LastHealthyMoment,EventDescription,currentThreadID,BotNumber,RhythmTime,Health
0,2022-04-29 00:00:00.566400,2022-04-29 00:00:00.566400, Dynamic Status,43,3465,2,tachycardia
1,2022-04-29 00:00:02.569600,2022-04-29 00:02:20.695400, Dynamic Status,43,3465,2,healthy
2,2022-04-29 00:02:20.898400,2022-04-29 00:02:21.105400, Dynamic Status,43,3465,2,tachycardia
3,2022-04-29 00:02:22.725600,2022-04-29 00:02:22.725600, Dynamic Status,43,3465,2,healthy
4,2022-04-29 00:02:23.828700,2022-04-29 00:02:23.828700, Dynamic Status,43,3465,2,tachycardia
5,2022-04-29 00:02:25.345800,2022-04-29 00:02:25.345800, Dynamic Status,43,3465,2,healthy
6,2022-04-29 00:02:26.604000,2022-04-29 00:02:31.661500, Dynamic Status,43,3465,2,tachycardia
7,2022-04-29 00:02:33.476600,2022-04-29 00:02:33.476600, Dynamic Status,43,3465,2,healthy
8,2022-04-29 00:02:33.682700,2022-04-29 00:02:33.682700, Dynamic Status,43,3465,2,tachycardia
9,2022-04-29 00:02:35.597900,2022-04-29 00:02:37.117000, Dynamic Status,43,3465,2,healthy
10,2022-04-29 00:02:37.980100,2022-04-29 00:02:38.868200, Dynamic Status,43,3465,2,tachycardia
11,2022-04-29 00:02:40.670400,2022-04-29 00:02:44.664800, Dynamic Status,43,3465,2,healthy
12,2022-04-29 00:02:44.871800,2022-04-29 00:02:44.871800, Event : OperationalState : OperationalState Idle : SubState SubStateOK,43,3465,2,tachycardia
13,2022-04-29 00:02:46.679000,2022-04-29 00:11:37.374000, Dynamic Status,43,3465,2,healthy
14,2022-04-29 00:11:37.588100,2022-04-29 00:11:37.588100, Dynamic Status,43,3465,2,tachycardia
15,2022-04-29 00:11:39.401200,2022-04-29 00:54:41.321400, Dynamic Status,43,3465,2,healthy
16,2022-04-29 00:54:42.790500,2022-04-29 00:54:43.324600, Event : Alert ActionId:0 Text:Odometer_m:130,43,3465,2,tachycardia
