,InterestingEventTime,LastHealthyMoment,EventDescription,currentThreadID,BotNumber,RhythmTime,Health
0,2022-04-29 00:00:01.592500,2022-04-29 00:00:01.592500, Dynamic Status,43,3460,2,tachycardia
1,2022-04-29 00:00:03.593700,2022-04-29 00:02:20.029300, Dynamic Status,43,3460,2,healthy
2,2022-04-29 00:02:20.702400,2022-04-29 00:02:20.919400, Initialize : Cmd 1009053 : Response,43,3460,2,tachycardia
3,2022-04-29 00:02:22.734600,2022-04-29 00:11:36.335900, Dynamic Status,43,3460,2,healthy
4,2022-04-29 00:11:37.379000,2022-04-29 00:11:37.586100, Initialize : Cmd 1009054 : Response,43,3460,2,tachycardia
5,2022-04-29 00:11:39.405200,2022-04-29 00:40:10.281300, Dynamic Status,43,3460,2,healthy
6,2022-04-29 00:40:10.742400,2022-04-29 00:40:12.281500, Event : Alert ActionId:0 Text:Odometer_m:202,43,3460,2,tachycardia
7,2022-04-29 00:40:14.290700,2022-04-29 01:24:58.663100, Dynamic Status,43,3460,2,healthy
8,2022-04-29 01:24:58.946100,2022-04-29 01:25:02.356500, Event : OperationalState : OperationalState Active : SubState SubStateOK,43,3460,2,tachycardia
9,2022-04-29 01:25:04.902700,2022-04-29 01:25:04.902700, Dynamic Status,43,3460,2,arrhythmia
10,2022-04-29 01:25:05.555800,2022-04-29 01:25:24.681700, Dynamic Status,43,3460,2,tachycardia
11,2022-04-29 01:25:26.490900,2022-04-29 01:25:44.476700, Dynamic Status,43,3460,2,healthy
12,2022-04-29 01:25:44.680700,2022-04-29 01:25:56.957900, Event : Action Status : Pick 1043020 : Status Drivable,43,3460,2,tachycardia
13,2022-04-29 01:25:58.528100,2022-04-29 01:25:58.528100, Dynamic Status,43,3460,2,healthy
14,2022-04-29 01:25:58.743100,2022-04-29 01:25:58.743100, Event : Action Status : AddWayPoint 1043022 : Status Completed,43,3460,2,tachycardia
15,2022-04-29 01:26:00.565300,2022-04-29 01:26:00.565300, Dynamic Status,43,3460,2,healthy
16,2022-04-29 01:26:00.913300,2022-04-29 01:26:12.438500, Dynamic Status,43,3460,2,tachycardia
17,2022-04-29 01:26:14.255700,2022-04-29 01:26:20.287300, Dynamic Status,43,3460,2,healthy
18,2022-04-29 01:26:21.075400,2022-04-29 01:26:22.284500, Event : Action Status : Place 1043025 : Status Drivable,43,3460,2,tachycardia
19,2022-04-29 01:26:24.294700,2022-04-29 01:26:24.294700, Dynamic Status,43,3460,2,healthy
20,2022-04-29 01:26:25.374800,2022-04-29 01:26:26.331900, Event : Payload Status,43,3460,2,tachycardia
21,2022-04-29 01:26:28.305100,2022-04-29 01:26:28.305100, Dynamic Status,43,3460,2,healthy
22,2022-04-29 01:26:29.800200,2022-04-29 01:26:32.676500, Dynamic Status,43,3460,2,tachycardia
23,2022-04-29 01:26:34.474700,2022-04-29 01:26:34.474700, Dynamic Status,43,3460,2,healthy
24,2022-04-29 01:26:34.932700,2022-04-29 01:26:35.134800, Dynamic Status,43,3460,2,tachycardia
25,2022-04-29 01:26:36.952900,2022-04-29 01:26:36.952900, Dynamic Status,43,3460,2,healthy
26,2022-04-29 01:26:38.158100,2022-04-29 01:26:39.629200, Dynamic Status,43,3460,2,tachycardia
27,2022-04-29 01:26:41.413400,2022-04-29 01:26:43.226600, Dynamic Status,43,3460,2,healthy
28,2022-04-29 01:26:43.330600,2022-04-29 01:26:45.693800, Event : Action Status : AddWayPoint 1043039 : Status Completed,43,3460,2,tachycardia
29,2022-04-29 01:26:47.349000,2022-04-29 01:26:51.380400, Dynamic Status,43,3460,2,healthy
30,2022-04-29 01:26:52.176500,2022-04-29 01:27:00.835300, Dynamic Status,43,3460,2,tachycardia
31,2022-04-29 01:27:02.347500,2022-04-29 01:27:02.347500, Dynamic Status,43,3460,2,healthy
32,2022-04-29 01:27:02.564500,2022-04-29 01:27:03.869600, Event : Action Status : AddWayPoint 1043064 : Status Completed,43,3460,2,tachycardia
33,2022-04-29 01:27:05.860800,2022-04-29 01:27:05.860800, Dynamic Status,43,3460,2,healthy
34,2022-04-29 01:27:05.871800,2022-04-29 01:27:15.496800, Dynamic Status,43,3460,2,tachycardia
35,2022-04-29 01:27:17.264000,2022-04-29 01:27:35.351800, Dynamic Status,43,3460,2,healthy
36,2022-04-29 01:27:36.747900,2022-04-29 01:27:49.706200, Event : Payload Status,43,3460,2,tachycardia
