,InterestingEventTime,LastHealthyMoment,EventDescription,currentThreadID,BotNumber,RhythmTime,Health
0,2022-04-29 00:00:01.163400,2022-04-29 00:00:01.163400, Dynamic Status,21,2462,2,tachycardia
1,2022-04-29 00:00:03.169600,2022-04-29 00:02:19.524300, Dynamic Status,21,2462,2,healthy
2,2022-04-29 00:02:20.809400,2022-04-29 00:02:21.030400, Initialize : Cmd 1007131 : Response,21,2462,2,tachycardia
3,2022-04-29 00:02:22.839600,2022-04-29 00:11:36.351900, Dynamic Status,21,2462,2,healthy
4,2022-04-29 00:11:37.424000,2022-04-29 00:11:37.633100, Initialize : Cmd 1007132 : Response,21,2462,2,tachycardia
5,2022-04-29 00:11:39.452200,2022-04-29 00:45:48.950200, Dynamic Status,21,2462,2,healthy
6,2022-04-29 00:45:49.757300,2022-04-29 00:45:50.963400, Event : Alert ActionId:0 Text:Odometer_m:0,21,2462,2,tachycardia
7,2022-04-29 00:45:52.966600,2022-04-29 01:24:59.401200, Dynamic Status,21,2462,2,healthy
8,2022-04-29 01:24:59.590200,2022-04-29 01:25:12.389500, Initialize : Cmd 1007133 : Response,21,2462,2,tachycardia
9,2022-04-29 01:25:14.193700,2022-04-29 01:25:14.193700, Dynamic Status,21,2462,2,healthy
10,2022-04-29 01:25:14.445700,2022-04-29 01:25:14.445700, Dynamic Status,21,2462,2,tachycardia
11,2022-04-29 01:25:16.336900,2022-04-29 01:25:17.858000, Dynamic Status,21,2462,2,healthy
12,2022-04-29 01:25:18.615100,2022-04-29 01:25:21.413400, Dynamic Status,21,2462,2,tachycardia
13,2022-04-29 01:25:23.214600,2022-04-29 01:25:35.300800, Dynamic Status,21,2462,2,healthy
14,2022-04-29 01:25:36.256900,2022-04-29 01:25:42.883500, Event : Payload Status,21,2462,2,tachycardia
15,2022-04-29 01:25:44.459700,2022-04-29 01:25:44.459700, Dynamic Status,21,2462,2,healthy
16,2022-04-29 01:25:44.753700,2022-04-29 01:25:52.768500, Dynamic Status,21,2462,2,tachycardia
17,2022-04-29 01:25:54.559700,2022-04-29 01:25:54.559700, Dynamic Status,21,2462,2,healthy
18,2022-04-29 01:25:56.057900,2022-04-29 01:25:56.829900, Dynamic Status,21,2462,2,tachycardia
19,2022-04-29 01:25:58.640100,2022-04-29 01:26:04.680700, Dynamic Status,21,2462,2,healthy
20,2022-04-29 01:26:05.596800,2022-04-29 01:26:06.693900, Event : Action Status : Place 1029422 : Status Drivable,21,2462,2,tachycardia
21,2022-04-29 01:26:08.706100,2022-04-29 01:26:08.706100, Dynamic Status,21,2462,2,healthy
22,2022-04-29 01:26:10.065300,2022-04-29 01:26:12.461500, Event : Payload Status,21,2462,2,tachycardia
23,2022-04-29 01:26:14.261700,2022-04-29 01:26:33.998700, Dynamic Status,21,2462,2,healthy
24,2022-04-29 01:26:34.207700,2022-04-29 01:26:36.305900, Event : OperationalState : OperationalState Active : SubState SubStateOK,21,2462,2,tachycardia
25,2022-04-29 01:26:37.834000,2022-04-29 01:26:39.845200, Dynamic Status,21,2462,2,healthy
26,2022-04-29 01:26:41.032400,2022-04-29 01:26:41.236400, Dynamic Status,21,2462,2,tachycardia
27,2022-04-29 01:26:43.045600,2022-04-29 01:26:43.045600, Dynamic Status,21,2462,2,healthy
28,2022-04-29 01:26:43.906600,2022-04-29 01:26:44.110700, Dynamic Status,21,2462,2,tachycardia
29,2022-04-29 01:26:45.909800,2022-04-29 01:26:47.419000, Dynamic Status,21,2462,2,healthy
30,2022-04-29 01:26:48.129100,2022-04-29 01:26:48.343100, Dynamic Status,21,2462,2,tachycardia
31,2022-04-29 01:26:50.145300,2022-04-29 01:28:28.452100, Dynamic Status,21,2462,2,healthy
32,2022-04-29 01:28:28.590100,2022-04-29 01:28:32.114500, Initialize : Cmd 1007146 : Response,21,2462,2,tachycardia
33,2022-04-29 01:28:34.005700,2022-04-29 01:28:34.005700, Dynamic Status,21,2462,2,healthy
34,2022-04-29 01:28:34.859700,2022-04-29 01:28:44.155700, Dynamic Status,21,2462,2,tachycardia
35,2022-04-29 01:28:45.667800,2022-04-29 01:28:45.667800, Dynamic Status,21,2462,2,healthy
36,2022-04-29 01:28:46.083900,2022-04-29 01:28:51.579400, Dynamic Status,21,2462,2,tachycardia
37,2022-04-29 01:28:54.801700,2022-04-29 01:28:54.801700, Dynamic Status,21,2462,2,arrhythmia
38,2022-04-29 01:28:54.802700,2022-04-29 01:28:57.633000, Dynamic Status,21,2462,2,tachycardia
39,2022-04-29 01:28:59.432200,2022-04-29 01:29:15.477800, Dynamic Status,21,2462,2,healthy
40,2022-04-29 01:29:16.699900,2022-04-29 01:29:17.491000, Event : Payload Status,21,2462,2,tachycardia
41,2022-04-29 01:29:19.476200,2022-04-29 01:29:19.476200, Dynamic Status,21,2462,2,healthy
42,2022-04-29 01:29:19.829200,2022-04-29 01:29:31.164400, Dynamic Status,21,2462,2,tachycardia
43,2022-04-29 01:29:32.674500,2022-04-29 01:29:34.241700, Dynamic Status,21,2462,2,healthy
44,2022-04-29 01:29:34.534700,2022-04-29 01:29:34.534700, Event : Action Status : AddWayPoint 1029463 : Status Completed,21,2462,2,tachycardia
45,2022-04-29 01:29:36.243900,2022-04-29 01:29:36.243900, Dynamic Status,21,2462,2,healthy
46,2022-04-29 01:29:36.625900,2022-04-29 01:29:38.989100, Dynamic Status,21,2462,2,tachycardia
47,2022-04-29 01:29:40.523300,2022-04-29 01:29:40.523300, Dynamic Status,21,2462,2,healthy
48,2022-04-29 01:29:40.733300,2022-04-29 01:29:43.437600, Dynamic Status,21,2462,2,tachycardia
49,2022-04-29 01:29:45.224800,2022-04-29 01:29:46.742900, Dynamic Status,21,2462,2,healthy
50,2022-04-29 01:29:47.155000,2022-04-29 01:29:47.367000, Dynamic Status,21,2462,2,tachycardia
51,2022-04-29 01:29:49.166200,2022-04-29 01:30:03.221600, Dynamic Status,21,2462,2,healthy
52,2022-04-29 01:30:04.139700,2022-04-29 01:30:06.691900, Event : Payload Status,21,2462,2,tachycardia
53,2022-04-29 01:30:08.479100,2022-04-29 01:43:16.591900, Dynamic Status,21,2462,2,healthy
54,2022-04-29 01:43:18.050000,2022-04-29 01:43:18.599100, Initialize : Cmd 1007158 : Response,21,2462,2,tachycardia
55,2022-04-29 01:43:20.110300,2022-04-29 01:43:20.110300, Dynamic Status,21,2462,2,healthy
56,2022-04-29 01:43:21.601400,2022-04-29 01:43:21.601400, Dynamic Status,21,2462,2,tachycardia
57,2022-04-29 01:43:23.246600,2022-04-29 01:43:23.246600, Dynamic Status,21,2462,2,healthy
