,InterestingEventTime,LastHealthyMoment,EventDescription,currentThreadID,BotNumber,RhythmTime,Health
0,2022-04-29 00:00:01.514500,2022-04-29 00:00:01.514500, Dynamic Status,8,3164,2,tachycardia
1,2022-04-29 00:00:03.514700,2022-04-29 00:02:19.872300, Dynamic Status,8,3164,2,healthy
2,2022-04-29 00:02:20.677400,2022-04-29 00:02:20.882400, Initialize : Cmd 1009119 : Response,8,3164,2,tachycardia
3,2022-04-29 00:02:22.705600,2022-04-29 00:11:36.266900, Dynamic Status,8,3164,2,healthy
4,2022-04-29 00:11:37.358000,2022-04-29 00:11:37.554100, Initialize : Cmd 1009120 : Response,8,3164,2,tachycardia
5,2022-04-29 00:11:39.389200,2022-04-29 00:57:08.685100, Dynamic Status,8,3164,2,healthy
6,2022-04-29 00:57:08.885200,2022-04-29 00:57:08.886200, Event : Alert ActionId:0 Text:Odometer_m:0,8,3164,2,tachycardia
7,2022-04-29 00:57:10.688300,2022-04-29 01:24:57.533000, Dynamic Status,8,3164,2,healthy
8,2022-04-29 01:24:58.579100,2022-04-29 01:25:14.097700, Initialize : Cmd 1009121 : Response,8,3164,2,tachycardia
9,2022-04-29 01:25:15.603800,2022-04-29 01:25:15.603800, Dynamic Status,8,3164,2,healthy
10,2022-04-29 01:25:16.841900,2022-04-29 01:25:24.634700, Dynamic Status,8,3164,2,tachycardia
11,2022-04-29 01:25:26.600900,2022-04-29 01:25:44.682700, Dynamic Status,8,3164,2,healthy
12,2022-04-29 01:25:45.974800,2022-04-29 01:25:46.680900, Event : Payload Status,8,3164,2,tachycardia
13,2022-04-29 01:25:48.684100,2022-04-29 01:25:48.684100, Dynamic Status,8,3164,2,healthy
14,2022-04-29 01:25:49.002200,2022-04-29 01:25:56.143900, Dynamic Status,8,3164,2,tachycardia
15,2022-04-29 01:25:57.661000,2022-04-29 01:25:57.661000, Dynamic Status,8,3164,2,healthy
16,2022-04-29 01:25:57.927000,2022-04-29 01:26:04.405700, Dynamic Status,8,3164,2,tachycardia
17,2022-04-29 01:26:05.932800,2022-04-29 01:26:05.932800, Dynamic Status,8,3164,2,healthy
18,2022-04-29 01:26:06.889900,2022-04-29 01:26:07.088000, Dynamic Status,8,3164,2,tachycardia
19,2022-04-29 01:26:08.980100,2022-04-29 01:26:15.026800, Dynamic Status,8,3164,2,healthy
20,2022-04-29 01:26:15.830800,2022-04-29 01:26:17.041000, Event : Action Status : Place 1040388 : Status Drivable,8,3164,2,tachycardia
21,2022-04-29 01:26:19.043200,2022-04-29 01:26:19.043200, Dynamic Status,8,3164,2,healthy
22,2022-04-29 01:26:20.180300,2022-04-29 01:26:22.407500, Event : Payload Status,8,3164,2,tachycardia
23,2022-04-29 01:26:24.207700,2022-04-29 01:26:27.870000, Dynamic Status,8,3164,2,healthy
24,2022-04-29 01:26:28.073100,2022-04-29 01:26:43.680600, Event : OperationalState : OperationalState Active : SubState SubStateOK,8,3164,2,tachycardia
25,2022-04-29 01:26:45.183800,2022-04-29 01:26:45.183800, Dynamic Status,8,3164,2,healthy
26,2022-04-29 01:26:45.597800,2022-04-29 01:26:55.107800, Dynamic Status,8,3164,2,tachycardia
27,2022-04-29 01:26:56.913900,2022-04-29 01:27:08.967100, Dynamic Status,8,3164,2,healthy
28,2022-04-29 01:27:09.171200,2022-04-29 01:27:21.249400, Event : Payload Status,8,3164,2,tachycardia
29,2022-04-29 01:27:22.785500,2022-04-29 01:27:24.349700, Dynamic Status,8,3164,2,healthy
30,2022-04-29 01:27:24.557700,2022-04-29 01:27:24.557700, Event : Action Status : AddWayPoint 1040397 : Status Completed,8,3164,2,tachycardia
31,2022-04-29 01:27:26.352900,2022-04-29 01:27:26.352900, Dynamic Status,8,3164,2,healthy
32,2022-04-29 01:27:26.737900,2022-04-29 01:27:29.400200, Dynamic Status,8,3164,2,tachycardia
33,2022-04-29 01:27:31.099400,2022-04-29 01:27:31.099400, Dynamic Status,8,3164,2,healthy
34,2022-04-29 01:27:31.304400,2022-04-29 01:27:35.701800, Dynamic Status,8,3164,2,tachycardia
