,InterestingEventTime,LastHealthyMoment,EventDescription,currentThreadID,BotNumber,RhythmTime,Health
0,2022-04-29 00:00:00.256300,2022-04-29 00:00:00.256300, Dynamic Status,9,2595,2,Healthy
1,2022-04-29 00:00:02.264500,2022-04-29 00:02:20.531400, Dynamic Status,9,2595,2,healthy
2,2022-04-29 00:02:20.621400,2022-04-29 00:02:20.851400, Initialize : Cmd 1007895 : Response,9,2595,2,tachycardia
3,2022-04-29 00:02:22.640600,2022-04-29 00:11:36.526900, Dynamic Status,9,2595,2,healthy
4,2022-04-29 00:11:37.782100,2022-04-29 00:11:38.017100, Initialize : Cmd 1007896 : Response,9,2595,2,tachycardia
5,2022-04-29 00:11:39.807300,2022-04-29 00:56:45.803800, Dynamic Status,9,2595,2,healthy
6,2022-04-29 00:56:46.032900,2022-04-29 00:56:46.333900, Event : Alert ActionId:0 Text:TurnCount:2,9,2595,2,tachycardia
7,2022-04-29 00:56:48.169100,2022-04-29 01:23:06.046900, Dynamic Status,9,2595,2,healthy
8,2022-04-29 01:23:06.978000,2022-04-29 01:23:14.626700, Initialize : Cmd 1007897 : Response,9,2595,2,tachycardia
9,2022-04-29 01:23:16.641900,2022-04-29 01:23:16.641900, Dynamic Status,9,2595,2,healthy
10,2022-04-29 01:23:17.058000,2022-04-29 01:23:19.309200, Dynamic Status,9,2595,2,tachycardia
11,2022-04-29 01:23:21.137400,2022-04-29 01:23:22.643500, Dynamic Status,9,2595,2,healthy
12,2022-04-29 01:23:22.643500,2022-04-29 01:23:24.047700, Event : Action Status : AddWayPoint 1038859 : Status Completed,9,2595,2,tachycardia
13,2022-04-29 01:23:26.057900,2022-04-29 01:23:26.057900, Dynamic Status,9,2595,2,healthy
14,2022-04-29 01:23:26.257900,2022-04-29 01:23:26.487900, Initialize : Cmd 1007900 : Response,9,2595,2,tachycardia
15,2022-04-29 01:23:28.068100,2022-04-29 01:23:28.068100, Dynamic Status,9,2595,2,healthy
16,2022-04-29 01:23:28.547100,2022-04-29 01:23:30.747300, Dynamic Status,9,2595,2,tachycardia
17,2022-04-29 01:23:32.407500,2022-04-29 01:23:32.407500, Dynamic Status,9,2595,2,healthy
18,2022-04-29 01:23:32.643500,2022-04-29 01:23:33.678600, Event : Action Status : AddWayPoint 1038924 : Status Completed,9,2595,2,tachycardia
19,2022-04-29 01:23:35.687800,2022-04-29 01:23:35.687800, Dynamic Status,9,2595,2,healthy
20,2022-04-29 01:23:36.427900,2022-04-29 01:23:38.438100, Dynamic Status,9,2595,2,tachycardia
21,2022-04-29 01:23:39.968200,2022-04-29 01:23:39.968200, Dynamic Status,9,2595,2,healthy
22,2022-04-29 01:23:40.748300,2022-04-29 01:23:53.084600, Dynamic Status,9,2595,2,tachycardia
23,2022-04-29 01:23:54.783700,2022-04-29 01:24:08.824100, Dynamic Status,9,2595,2,healthy
24,2022-04-29 01:24:09.055200,2022-04-29 01:24:10.984400, Event : Payload Status,9,2595,2,tachycardia
25,2022-04-29 01:24:12.804500,2022-04-29 01:24:12.804500, Dynamic Status,9,2595,2,healthy
26,2022-04-29 01:24:13.189600,2022-04-29 01:24:24.195700, Dynamic Status,9,2595,2,tachycardia
27,2022-04-29 01:24:25.975800,2022-04-29 01:24:31.996500, Dynamic Status,9,2595,2,healthy
28,2022-04-29 01:24:33.265600,2022-04-29 01:24:38.249100, Initialize : Cmd 1007902 : Response,9,2595,2,tachycardia
29,2022-04-29 01:24:40.018300,2022-04-29 01:24:40.018300, Dynamic Status,9,2595,2,healthy
30,2022-04-29 01:24:40.246300,2022-04-29 01:24:40.248300, Dynamic Status,9,2595,2,tachycardia
31,2022-04-29 01:24:41.895400,2022-04-29 01:24:41.895400, Dynamic Status,9,2595,2,healthy
