,InterestingEventTime,LastHealthyMoment,EventDescription,currentThreadID,BotNumber,RhythmTime,Health
0,2022-04-29 00:00:00.048300,2022-04-29 00:00:00.048300, Dynamic Status,21,2444,2,Healthy
1,2022-04-29 00:00:02.055500,2022-04-29 00:02:20.520400, Dynamic Status,21,2444,2,healthy
2,2022-04-29 00:02:20.792400,2022-04-29 00:02:20.996400, Initialize : Cmd 1006089 : Response,21,2444,2,tachycardia
3,2022-04-29 00:02:22.819600,2022-04-29 00:07:21.473400, Dynamic Status,21,2444,2,healthy
4,2022-04-29 00:07:22.648600,2022-04-29 00:07:23.484600, Event : Alert ActionId:0 Text:Odometer_m:526,21,2444,2,tachycardia
5,2022-04-29 00:07:25.491800,2022-04-29 00:11:36.235900, Dynamic Status,21,2444,2,healthy
6,2022-04-29 00:11:37.423000,2022-04-29 00:11:37.625100, Initialize : Cmd 1006090 : Response,21,2444,2,tachycardia
7,2022-04-29 00:11:39.456200,2022-04-29 00:35:33.026600, Dynamic Status,21,2444,2,healthy
8,2022-04-29 00:35:35.567800,2022-04-29 00:35:35.567800, Dynamic Status,21,2444,2,arrhythmia
9,2022-04-29 00:35:37.041000,2022-04-29 00:35:37.041000, Dynamic Status,21,2444,2,tachycardia
10,2022-04-29 00:35:39.041200,2022-04-29 01:07:21.549400, Dynamic Status,21,2444,2,healthy
11,2022-04-29 01:07:22.826500,2022-04-29 01:07:23.547600, Event : Alert ActionId:0 Text:Odometer_m:0,21,2444,2,tachycardia
12,2022-04-29 01:07:25.550800,2022-04-29 01:25:48.372100, Dynamic Status,21,2444,2,healthy
13,2022-04-29 01:25:49.329200,2022-04-29 01:25:59.842200, Initialize : Cmd 1006091 : Response,21,2444,2,tachycardia
14,2022-04-29 01:26:01.730400,2022-04-29 01:26:01.730400, Dynamic Status,21,2444,2,healthy
15,2022-04-29 01:26:01.930400,2022-04-29 01:26:01.931400, Event : Action Status : AddWayPoint 1024280 : Status Completed,21,2444,2,tachycardia
16,2022-04-29 01:26:03.728600,2022-04-29 01:26:03.728600, Dynamic Status,21,2444,2,healthy
17,2022-04-29 01:26:04.936700,2022-04-29 01:26:18.042100, Dynamic Status,21,2444,2,tachycardia
18,2022-04-29 01:26:19.718200,2022-04-29 01:26:19.718200, Dynamic Status,21,2444,2,healthy
19,2022-04-29 01:26:22.551500,2022-04-29 01:26:22.551500, Dynamic Status,21,2444,2,arrhythmia
20,2022-04-29 01:26:22.785500,2022-04-29 01:26:22.785500, Dynamic Status,21,2444,2,tachycardia
