,InterestingEventTime,EventDescription,currentThreadID,BotNumber
5073,2022-04-29 00:00:00.170300, Dynamic Status,38,2429
5074,2022-04-29 00:00:02.179500, Dynamic Status,38,2429
5075,2022-04-29 00:00:04.183700, Dynamic Status,38,2429
5076,2022-04-29 00:00:06.183900, Dynamic Status,38,2429
5077,2022-04-29 00:00:08.187100, Dynamic Status,38,2429
5078,2022-04-29 00:00:10.182300, Dynamic Status,38,2429
5079,2022-04-29 00:00:12.191500, Dynamic Status,38,2429
5080,2022-04-29 00:00:14.195700, Dynamic Status,38,2429
5081,2022-04-29 00:00:16.196900, Dynamic Status,38,2429
5082,2022-04-29 00:00:18.192100, Dynamic Status,38,2429
5083,2022-04-29 00:00:20.201300, Dynamic Status,38,2429
5084,2022-04-29 00:00:22.205500, Dynamic Status,38,2429
5085,2022-04-29 00:00:24.198700, Dynamic Status,38,2429
5086,2022-04-29 00:00:26.208900, Dynamic Status,38,2429
5087,2022-04-29 00:00:28.203100, Dynamic Status,38,2429
5088,2022-04-29 00:00:30.214300, Dynamic Status,38,2429
5089,2022-04-29 00:00:32.216500, Dynamic Status,38,2429
5090,2022-04-29 00:00:34.210700, Dynamic Status,38,2429
5091,2022-04-29 00:00:36.220900, Dynamic Status,38,2429
5092,2022-04-29 00:00:38.228100, Dynamic Status,38,2429
5093,2022-04-29 00:00:40.225300, Dynamic Status,38,2429
5094,2022-04-29 00:00:42.229500, Dynamic Status,38,2429
5095,2022-04-29 00:00:44.230700, Dynamic Status,38,2429
5096,2022-04-29 00:00:46.234900, Dynamic Status,38,2429
5097,2022-04-29 00:00:48.228100, Dynamic Status,38,2429
5098,2022-04-29 00:00:50.238300, Dynamic Status,38,2429
5099,2022-04-29 00:00:52.233500, Dynamic Status,38,2429
5100,2022-04-29 00:00:54.246700, Dynamic Status,38,2429
5101,2022-04-29 00:00:56.237900, Dynamic Status,38,2429
5102,2022-04-29 00:00:58.250100, Dynamic Status,38,2429
5103,2022-04-29 00:01:00.250300, Dynamic Status,38,2429
5104,2022-04-29 00:01:02.245500, Dynamic Status,38,2429
5105,2022-04-29 00:01:04.254700, Dynamic Status,38,2429
5106,2022-04-29 00:01:06.257900, Dynamic Status,38,2429
5107,2022-04-29 00:01:08.262100, Dynamic Status,38,2429
5108,2022-04-29 00:01:10.262300, Dynamic Status,38,2429
5109,2022-04-29 00:01:12.266500, Dynamic Status,38,2429
5110,2022-04-29 00:01:14.259700, Dynamic Status,38,2429
5111,2022-04-29 00:01:16.269900, Dynamic Status,38,2429
5112,2022-04-29 00:01:18.273100, Dynamic Status,38,2429
5113,2022-04-29 00:01:20.268300, Dynamic Status,38,2429
5114,2022-04-29 00:01:22.277500, Dynamic Status,38,2429
5115,2022-04-29 00:01:24.271700, Dynamic Status,38,2429
5116,2022-04-29 00:01:26.281900, Dynamic Status,38,2429
5117,2022-04-29 00:01:28.276100, Dynamic Status,38,2429
5118,2022-04-29 00:01:30.287300, Dynamic Status,38,2429
5119,2022-04-29 00:01:32.290500, Dynamic Status,38,2429
5120,2022-04-29 00:01:34.290700, Dynamic Status,38,2429
5121,2022-04-29 00:01:36.294900, Dynamic Status,38,2429
5122,2022-04-29 00:01:38.291100, Dynamic Status,38,2429
5123,2022-04-29 00:01:40.299300, Dynamic Status,38,2429
5124,2022-04-29 00:01:42.296500, Dynamic Status,38,2429
5125,2022-04-29 00:01:44.303700, Dynamic Status,38,2429
5126,2022-04-29 00:01:46.308900, Dynamic Status,38,2429
5127,2022-04-29 00:01:48.308100, Dynamic Status,38,2429
5128,2022-04-29 00:01:50.311300, Dynamic Status,38,2429
5129,2022-04-29 00:01:52.315500, Dynamic Status,38,2429
5130,2022-04-29 00:01:54.309700, Dynamic Status,38,2429
5131,2022-04-29 00:01:56.318900, Dynamic Status,38,2429
5132,2022-04-29 00:01:58.314100, Dynamic Status,38,2429
5133,2022-04-29 00:02:00.323300, Dynamic Status,38,2429
5134,2022-04-29 00:02:02.319500, Dynamic Status,38,2429
5135,2022-04-29 00:02:04.328700, Dynamic Status,38,2429
5136,2022-04-29 00:02:06.322900, Dynamic Status,38,2429
5137,2022-04-29 00:02:08.334100, Dynamic Status,38,2429
5138,2022-04-29 00:02:10.328300, Dynamic Status,38,2429
5139,2022-04-29 00:02:12.340500, Dynamic Status,38,2429
5140,2022-04-29 00:02:14.341700, Dynamic Status,38,2429
5141,2022-04-29 00:02:16.334900, Dynamic Status,38,2429
5142,2022-04-29 00:02:18.345100, Dynamic Status,38,2429
5143,2022-04-29 00:02:20.349300, Dynamic Status,38,2429
5144,2022-04-29 00:02:22.342500, Dynamic Status,38,2429
5145,2022-04-29 00:02:24.352700, Dynamic Status,38,2429
5146,2022-04-29 00:02:26.357900, Dynamic Status,38,2429
5147,2022-04-29 00:02:28.358100, Dynamic Status,38,2429
5148,2022-04-29 00:02:30.360300, Dynamic Status,38,2429
5149,2022-04-29 00:02:32.362500, Dynamic Status,38,2429
5150,2022-04-29 00:02:34.365700, Dynamic Status,38,2429
5151,2022-04-29 00:02:36.359900, Dynamic Status,38,2429
5152,2022-04-29 00:02:38.370100, Dynamic Status,38,2429
5153,2022-04-29 00:02:40.373300, Dynamic Status,38,2429
5154,2022-04-29 00:02:42.366500, Dynamic Status,38,2429
5155,2022-04-29 00:02:44.380700, Dynamic Status,38,2429
5156,2022-04-29 00:02:46.371900, Dynamic Status,38,2429
5157,2022-04-29 00:02:48.382100, Dynamic Status,38,2429
5158,2022-04-29 00:02:50.385300, Dynamic Status,38,2429
5159,2022-04-29 00:02:52.379500, Dynamic Status,38,2429
5160,2022-04-29 00:02:54.389700, Dynamic Status,38,2429
5161,2022-04-29 00:02:56.391900, Dynamic Status,38,2429
5162,2022-04-29 00:02:58.388100, Dynamic Status,38,2429
5163,2022-04-29 00:03:00.424300, Dynamic Status,38,2429
5164,2022-04-29 00:03:02.399500, Dynamic Status,38,2429
5165,2022-04-29 00:03:04.402700, Dynamic Status,38,2429
5166,2022-04-29 00:03:06.397900, Dynamic Status,38,2429
5167,2022-04-29 00:03:08.407100, Dynamic Status,38,2429
5168,2022-04-29 00:03:10.411300, Dynamic Status,38,2429
5169,2022-04-29 00:03:12.411500, Dynamic Status,38,2429
5170,2022-04-29 00:03:14.414700, Dynamic Status,38,2429
5171,2022-04-29 00:03:16.416900, Dynamic Status,38,2429
5172,2022-04-29 00:03:18.411100, Dynamic Status,38,2429
5173,2022-04-29 00:03:20.421300, Dynamic Status,38,2429
5174,2022-04-29 00:03:22.426500, Dynamic Status,38,2429
5175,2022-04-29 00:03:24.419700, Dynamic Status,38,2429
