,InterestingEventTime,EventDescription,currentThreadID,BotNumber
4436,2022-04-29 00:00:01.515500, Dynamic Status,38,2416
4437,2022-04-29 00:00:03.524700, Dynamic Status,38,2416
4438,2022-04-29 00:00:05.535900, Dynamic Status,38,2416
4439,2022-04-29 00:00:07.525100, Dynamic Status,38,2416
4440,2022-04-29 00:00:09.525300, Dynamic Status,38,2416
4441,2022-04-29 00:00:11.534500, Dynamic Status,38,2416
4442,2022-04-29 00:00:13.525700, Dynamic Status,38,2416
4443,2022-04-29 00:00:15.525900, Dynamic Status,38,2416
4444,2022-04-29 00:00:17.525100, Dynamic Status,38,2416
4445,2022-04-29 00:00:19.516300, Dynamic Status,38,2416
4446,2022-04-29 00:00:21.525500, Dynamic Status,38,2416
4447,2022-04-29 00:00:23.545700, Dynamic Status,38,2416
4448,2022-04-29 00:00:25.525900, Dynamic Status,38,2416
4449,2022-04-29 00:00:27.537100, Dynamic Status,38,2416
4450,2022-04-29 00:00:29.526300, Dynamic Status,38,2416
4451,2022-04-29 00:00:31.546500, Dynamic Status,38,2416
4452,2022-04-29 00:00:33.526700, Dynamic Status,38,2416
4453,2022-04-29 00:00:35.521900, Dynamic Status,38,2416
4454,2022-04-29 00:00:37.542100, Dynamic Status,38,2416
4455,2022-04-29 00:00:39.537300, Dynamic Status,38,2416
4456,2022-04-29 00:00:41.536500, Dynamic Status,38,2416
4457,2022-04-29 00:00:43.547700, Dynamic Status,38,2416
4458,2022-04-29 00:00:45.536900, Dynamic Status,38,2416
4459,2022-04-29 00:00:47.547100, Dynamic Status,38,2416
4460,2022-04-29 00:00:49.537300, Dynamic Status,38,2416
4461,2022-04-29 00:00:51.547500, Dynamic Status,38,2416
4462,2022-04-29 00:00:53.547700, Dynamic Status,38,2416
4463,2022-04-29 00:00:55.556900, Dynamic Status,38,2416
4464,2022-04-29 00:00:57.567100, Dynamic Status,38,2416
4465,2022-04-29 00:00:59.567300, Dynamic Status,38,2416
4466,2022-04-29 00:01:01.548500, Dynamic Status,38,2416
4467,2022-04-29 00:01:03.577700, Dynamic Status,38,2416
4468,2022-04-29 00:01:05.577900, Dynamic Status,38,2416
4469,2022-04-29 00:01:07.578100, Dynamic Status,38,2416
4470,2022-04-29 00:01:09.578300, Dynamic Status,38,2416
4471,2022-04-29 00:01:11.588500, Dynamic Status,38,2416
4472,2022-04-29 00:01:13.588700, Dynamic Status,38,2416
4473,2022-04-29 00:01:15.578900, Dynamic Status,38,2416
4474,2022-04-29 00:01:17.578100, Dynamic Status,38,2416
4475,2022-04-29 00:01:19.588300, Dynamic Status,38,2416
4476,2022-04-29 00:01:21.587500, Dynamic Status,38,2416
4477,2022-04-29 00:01:23.578700, Dynamic Status,38,2416
4478,2022-04-29 00:01:25.600900, Dynamic Status,38,2416
4479,2022-04-29 00:01:27.599100, Dynamic Status,38,2416
4480,2022-04-29 00:01:29.609300, Dynamic Status,38,2416
4481,2022-04-29 00:01:31.598500, Dynamic Status,38,2416
4482,2022-04-29 00:01:33.598700, Dynamic Status,38,2416
4483,2022-04-29 00:01:35.598900, Dynamic Status,38,2416
4484,2022-04-29 00:01:37.590100, Dynamic Status,38,2416
4485,2022-04-29 00:01:39.599300, Dynamic Status,38,2416
4486,2022-04-29 00:01:41.599500, Dynamic Status,38,2416
4487,2022-04-29 00:01:43.589700, Dynamic Status,38,2416
4488,2022-04-29 00:01:45.600900, Dynamic Status,38,2416
4489,2022-04-29 00:01:47.610100, Dynamic Status,38,2416
4490,2022-04-29 00:01:49.600300, Dynamic Status,38,2416
4491,2022-04-29 00:01:51.595500, Dynamic Status,38,2416
4492,2022-04-29 00:01:53.600700, Dynamic Status,38,2416
4493,2022-04-29 00:01:55.590900, Dynamic Status,38,2416
4494,2022-04-29 00:01:57.610100, Dynamic Status,38,2416
4495,2022-04-29 00:01:59.600300, Dynamic Status,38,2416
