,InterestingEventTime,LastHealthyMoment,EventDescription,currentThreadID,BotNumber,RhythmTime,Health
0,2022-04-29 00:00:00.868400,2022-04-29 00:00:00.868400, Dynamic Status,10,2482,2,tachycardia
1,2022-04-29 00:00:02.874600,2022-04-29 00:02:19.170200, Dynamic Status,10,2482,2,healthy
2,2022-04-29 00:02:20.588400,2022-04-29 00:02:20.888400, Initialize : Cmd 1009613 : Response,10,2482,2,tachycardia
3,2022-04-29 00:02:22.615600,2022-04-29 00:11:36.023900, Dynamic Status,10,2482,2,healthy
4,2022-04-29 00:11:37.323000,2022-04-29 00:11:37.528000, Initialize : Cmd 1009614 : Response,10,2482,2,tachycardia
5,2022-04-29 00:11:39.350200,2022-04-29 00:23:26.700000, Dynamic Status,10,2482,2,healthy
6,2022-04-29 00:23:26.905000,2022-04-29 00:23:26.906000, Event : Alert ActionId:0 Text:TurnCount:20,10,2482,2,tachycardia
7,2022-04-29 00:23:28.900200,2022-04-29 01:22:11.294400, Dynamic Status,10,2482,2,healthy
8,2022-04-29 01:22:12.157500,2022-04-29 01:22:15.333800, Initialize : Cmd 1009615 : Response,10,2482,2,tachycardia
9,2022-04-29 01:22:16.844900,2022-04-29 01:22:16.844900, Dynamic Status,10,2482,2,healthy
10,2022-04-29 01:22:17.870000,2022-04-29 01:22:21.645400, Dynamic Status,10,2482,2,tachycardia
11,2022-04-29 01:22:23.361600,2022-04-29 01:22:23.361600, Initialize : Cmd 1009617 : Response,10,2482,2,healthy
12,2022-04-29 01:22:23.564600,2022-04-29 01:22:26.868900, Event : OperationalState : OperationalState Active : SubState SubStateOK,10,2482,2,tachycardia
13,2022-04-29 01:22:28.779100,2022-04-29 01:22:28.779100, Dynamic Status,10,2482,2,healthy
14,2022-04-29 01:22:28.985200,2022-04-29 01:22:28.985200, Event : Action Status : AddWayPoint 1046108 : Status Completed,10,2482,2,tachycardia
15,2022-04-29 01:22:30.772300,2022-04-29 01:22:32.292500, Dynamic Status,10,2482,2,healthy
16,2022-04-29 01:22:36.196900,2022-04-29 01:22:36.196900, Dynamic Status,10,2482,2,arrhythmia
17,2022-04-29 01:22:46.519900,2022-04-29 01:22:46.519900, Dynamic Status,10,2482,2,arrhythmia
18,2022-04-29 01:22:46.520900,2022-04-29 01:22:46.850900, Dynamic Status,10,2482,2,tachycardia
19,2022-04-29 01:22:48.857100,2022-04-29 01:23:04.937700, Dynamic Status,10,2482,2,healthy
20,2022-04-29 01:23:05.216800,2022-04-29 01:23:12.762500, Event : Payload Status,10,2482,2,tachycardia
21,2022-04-29 01:23:15.773800,2022-04-29 01:23:15.773800, Dynamic Status,10,2482,2,arrhythmia
22,2022-04-29 01:23:15.773800,2022-04-29 01:23:19.055200, Dynamic Status,10,2482,2,tachycardia
23,2022-04-29 01:23:20.571300,2022-04-29 01:23:23.964600, Dynamic Status,10,2482,2,healthy
24,2022-04-29 01:23:24.163700,2022-04-29 01:23:24.163700, Event : Action Status : AddWayPoint 1046148 : Status Completed,10,2482,2,tachycardia
25,2022-04-29 01:23:25.974900,2022-04-29 01:23:25.974900, Dynamic Status,10,2482,2,healthy
26,2022-04-29 01:23:26.354900,2022-04-29 01:23:31.059400, Dynamic Status,10,2482,2,tachycardia
27,2022-04-29 01:23:32.573500,2022-04-29 01:23:32.573500, Dynamic Status,10,2482,2,healthy
28,2022-04-29 01:23:33.350600,2022-04-29 01:23:34.414700, Dynamic Status,10,2482,2,tachycardia
29,2022-04-29 01:23:36.232900,2022-04-29 01:23:50.298300, Dynamic Status,10,2482,2,healthy
30,2022-04-29 01:23:50.506300,2022-04-29 01:23:54.541700, Event : Payload Status,10,2482,2,tachycardia
31,2022-04-29 01:23:56.054900,2022-04-29 01:23:56.054900, Dynamic Status,10,2482,2,healthy
32,2022-04-29 01:23:57.250000,2022-04-29 01:24:00.870300, Dynamic Status,10,2482,2,tachycardia
33,2022-04-29 01:24:02.682500,2022-04-29 01:24:02.682500, Dynamic Status,10,2482,2,healthy
34,2022-04-29 01:24:02.876500,2022-04-29 01:24:08.481100, Event : Action Status : AddWayPoint 1046154 : Status Completed,10,2482,2,tachycardia
35,2022-04-29 01:24:10.019300,2022-04-29 01:24:13.980700, Dynamic Status,10,2482,2,healthy
36,2022-04-29 01:24:14.186700,2022-04-29 01:24:19.894200, Event : Action Status : AddWayPoint 1046156 : Status Completed,10,2482,2,tachycardia
37,2022-04-29 01:24:21.693400,2022-04-29 01:24:23.453600, Dynamic Status,10,2482,2,healthy
38,2022-04-29 01:24:23.660600,2022-04-29 01:24:23.871600, Event : OperationalState : OperationalState Active : SubState SubStateOK,10,2482,2,tachycardia
39,2022-04-29 01:24:25.415800,2022-04-29 01:24:25.415800, Initialize : Cmd 1009630 : Response,10,2482,2,healthy
40,2022-04-29 01:24:25.623800,2022-04-29 01:24:25.624800, Dynamic Status,10,2482,2,tachycardia
41,2022-04-29 01:24:27.404000,2022-04-29 01:24:27.404000, Initialize : Cmd 1009631 : Response,10,2482,2,healthy
42,2022-04-29 01:24:27.636000,2022-04-29 01:24:28.097100, Dynamic Status,10,2482,2,tachycardia
43,2022-04-29 01:24:29.880200,2022-04-29 01:24:29.880200, Dynamic Status,10,2482,2,healthy
44,2022-04-29 01:24:30.092300,2022-04-29 01:24:33.815600, Dynamic Status,10,2482,2,tachycardia
45,2022-04-29 01:24:35.641800,2022-04-29 01:24:35.641800, Dynamic Status,10,2482,2,healthy
46,2022-04-29 01:24:36.186900,2022-04-29 01:24:39.427200, Dynamic Status,10,2482,2,tachycardia
47,2022-04-29 01:24:41.233400,2022-04-29 01:24:41.233400, Dynamic Status,10,2482,2,healthy
48,2022-04-29 01:24:41.439400,2022-04-29 01:24:41.439400, Dynamic Status,10,2482,2,tachycardia
49,2022-04-29 01:24:43.309600,2022-04-29 01:24:43.309600, Dynamic Status,10,2482,2,healthy
50,2022-04-29 01:24:43.819600,2022-04-29 01:24:47.249000, Dynamic Status,10,2482,2,tachycardia
51,2022-04-29 01:24:49.222200,2022-04-29 01:24:49.222200, Dynamic Status,10,2482,2,healthy
52,2022-04-29 01:24:49.430200,2022-04-29 01:24:49.431200, Dynamic Status,10,2482,2,tachycardia
53,2022-04-29 01:24:51.269400,2022-04-29 01:24:52.782500, Dynamic Status,10,2482,2,healthy
54,2022-04-29 01:24:53.054600,2022-04-29 01:24:53.254600, Dynamic Status,10,2482,2,tachycardia
55,2022-04-29 01:24:55.060800,2022-04-29 01:25:07.104000, Dynamic Status,10,2482,2,healthy
56,2022-04-29 01:25:08.024100,2022-04-29 01:25:11.100400, Event : Payload Status,10,2482,2,tachycardia
57,2022-04-29 01:25:12.617500,2022-04-29 01:25:14.129700, Dynamic Status,10,2482,2,healthy
58,2022-04-29 01:25:14.335700,2022-04-29 01:25:19.717200, Event : Action Status : AddWayPoint 1046252 : Status Completed,10,2482,2,tachycardia
59,2022-04-29 01:25:21.534400,2022-04-29 01:25:21.534400, Dynamic Status,10,2482,2,healthy
60,2022-04-29 01:25:21.741400,2022-04-29 01:25:21.741400, Dynamic Status,10,2482,2,tachycardia
61,2022-04-29 01:25:23.622600,2022-04-29 01:25:23.622600, Dynamic Status,10,2482,2,healthy
62,2022-04-29 01:25:23.831600,2022-04-29 01:25:23.832600, Dynamic Status,10,2482,2,tachycardia
63,2022-04-29 01:25:25.803800,2022-04-29 01:25:28.849100, Dynamic Status,10,2482,2,healthy
64,2022-04-29 01:25:29.048200,2022-04-29 01:25:31.441400, Event : Action Status : Place 1046268 : Status Started,10,2482,2,tachycardia
