,InterestingEventTime,LastHealthyMoment,EventDescription,currentThreadID,BotNumber,RhythmTime,Health
0,2022-04-29 00:00:01.960500,2022-04-29 00:00:01.960500, Dynamic Status,43,3461,2,tachycardia
1,2022-04-29 00:00:03.960700,2022-04-29 00:02:20.256300, Dynamic Status,43,3461,2,healthy
2,2022-04-29 00:02:20.766400,2022-04-29 00:02:20.997400, Initialize : Cmd 1008587 : Response,43,3461,2,tachycardia
3,2022-04-29 00:02:22.796600,2022-04-29 00:11:36.181900, Dynamic Status,43,3461,2,healthy
4,2022-04-29 00:11:37.412000,2022-04-29 00:11:37.644100, Initialize : Cmd 1008588 : Response,43,3461,2,tachycardia
5,2022-04-29 00:11:39.452200,2022-04-29 00:38:45.158800, Dynamic Status,43,3461,2,healthy
6,2022-04-29 00:38:45.768900,2022-04-29 00:38:47.144000, Event : Alert ActionId:0 Text:Odometer_m:0,43,3461,2,tachycardia
7,2022-04-29 00:38:49.158200,2022-04-29 01:25:30.518300, Dynamic Status,43,3461,2,healthy
8,2022-04-29 01:25:31.258400,2022-04-29 01:25:33.277600, Initialize : Cmd 1008589 : Response,43,3461,2,tachycardia
9,2022-04-29 01:25:34.798700,2022-04-29 01:25:36.477900, Dynamic Status,43,3461,2,healthy
10,2022-04-29 01:25:37.909000,2022-04-29 01:25:41.518400, Dynamic Status,43,3461,2,tachycardia
11,2022-04-29 01:25:43.289600,2022-04-29 01:25:43.289600, Dynamic Status,43,3461,2,healthy
12,2022-04-29 01:25:43.478600,2022-04-29 01:25:52.339500, Initialize : Cmd 1008591 : Response,43,3461,2,tachycardia
13,2022-04-29 01:25:54.351700,2022-04-29 01:25:54.351700, Dynamic Status,43,3461,2,healthy
14,2022-04-29 01:25:54.579700,2022-04-29 01:25:54.579700, Dynamic Status,43,3461,2,tachycardia
15,2022-04-29 01:25:56.459900,2022-04-29 01:25:57.979000, Dynamic Status,43,3461,2,healthy
16,2022-04-29 01:25:58.840100,2022-04-29 01:25:59.071200, Dynamic Status,43,3461,2,tachycardia
17,2022-04-29 01:26:00.990400,2022-04-29 01:26:06.999000, Dynamic Status,43,3461,2,healthy
18,2022-04-29 01:26:07.710000,2022-04-29 01:26:10.320300, Initialize : Cmd 1008594 : Response,43,3461,2,tachycardia
19,2022-04-29 01:26:11.840400,2022-04-29 01:26:11.840400, Dynamic Status,43,3461,2,healthy
20,2022-04-29 01:26:13.269600,2022-04-29 01:26:13.500600, Dynamic Status,43,3461,2,tachycardia
21,2022-04-29 01:26:15.269800,2022-04-29 01:26:15.269800, Dynamic Status,43,3461,2,healthy
22,2022-04-29 01:26:15.650800,2022-04-29 01:26:17.661000, Dynamic Status,43,3461,2,tachycardia
23,2022-04-29 01:26:19.480200,2022-04-29 01:26:19.480200, Dynamic Status,43,3461,2,healthy
24,2022-04-29 01:26:19.722200,2022-04-29 01:26:19.722200, Event : Action Status : AddWayPoint 1039376 : Status Completed,43,3461,2,tachycardia
25,2022-04-29 01:26:21.470400,2022-04-29 01:26:21.470400, Dynamic Status,43,3461,2,healthy
26,2022-04-29 01:26:22.650500,2022-04-29 01:26:32.766500, Dynamic Status,43,3461,2,tachycardia
27,2022-04-29 01:26:34.526700,2022-04-29 01:26:54.047700, Dynamic Status,43,3461,2,healthy
